ingredient,measurement,name,unit
Bourbon whiskey,2.5,1626,oz
Gingerbread liqueur,0.75,1626,oz
Cherry-flavored brandy,0.5,1626,oz
Angostura bitters,2,1626,oz
Italian preserved cherry,1,1626,oz
Bourbon whiskey,1.5,19th Century,oz
Lemon juice,0.75,19th Century,oz
White creme de cacao,0.75,19th Century,oz
Lillet rouge,0.75,19th Century,oz
Applejack,1.5,A. J.,oz
Grapefruit juice,1,A. J.,oz
Absinthe,1.5,Absinthe Cocktail,oz
Old mr. boston anisette,1.5,Absinthe Cocktail,oz
Orange bitters,1,Absinthe Cocktail,oz
Anis,1.5,Absinthe Drip Cocktail,oz
Sugar,1,Absinthe Drip Cocktail,oz
Absinthe,1.5,Absinthe Special Cocktail,oz
Simple syrup,0.25,Absinthe Special Cocktail,oz
Orange bitters,1,Absinthe Special Cocktail,oz
Irish whiskey,1.5,Academic Review,oz
Applejack,0.5,Academic Review,oz
Amaro nonino,0.5,Academic Review,oz
Rye whiskey,0.5,Academic Review,oz
Demerara syrup,0.25,Academic Review,oz
Mole bitters,2,Academic Review,oz
Light rum,1.5,Acapulco,oz
Lime juice,1,Acapulco,oz
Triple sec,1.5,Acapulco,oz
Sugar,1,Acapulco,oz
Egg white,1,Acapulco,units
Forbidden fruit,1,Adam and Eve,oz
Gin,1,Adam and Eve,oz
Brandy,1,Adam and Eve,oz
Lemon juice,1,Adam and Eve,oz
Straight rye whiskey,2,Adderly Cocktail,oz
Maraschino liqueur,0.75,Adderly Cocktail,oz
Orange bitters,2,Adderly Cocktail,oz
Lemon juice,0.75,Adderly Cocktail,oz
Pear-flavored vodka,2,Admiral Perry,oz
Cinnamon schnapps,1,Admiral Perry,oz
Dry vermouth,1,Admiral Perry,oz
White creme de cacao,1,Admiral Perry,oz
Thin pear slice,1,Admiral Perry,units
Straight rye whiskey,2,Affinity Cocktail,oz
Maraschino liqueur,0.75,Affinity Cocktail,oz
Lemon juice,0.75,Affinity Cocktail,oz
Orange bitters,2,Affinity Cocktail,oz
Blended scotch whiskey,1,Affinity Cocktail (whisky),oz
Dry vermouth,1,Affinity Cocktail (whisky),oz
Sweet vermouth,1,Affinity Cocktail (whisky),oz
Orange bitters,3,Affinity Cocktail (whisky),oz
Apricot flavored brandy,1,After Dinner Cocktail,oz
Triple sec,1,After Dinner Cocktail,oz
Lime juice,1,After Dinner Cocktail,oz
Apricot flavored brandy,1,After Supper Cocktail,oz
Triple sec,1,After Supper Cocktail,oz
Lemon juice,0.5,After Supper Cocktail,oz
Straight rye whiskey,1.5,Akogare,oz
Ginger syrup,0.75,Akogare,oz
Cold brewed black tea,0.75,Akogare,oz
Preferably japanese,0.75,Akogare,oz
Lemon juice,0.75,Akogare,oz
Blanco tequila,1.5,Alamo Splash,oz
Orange juice,1,Alamo Splash,oz
Pineapple juice,0.5,Alamo Splash,oz
Lemon-lime soda,2,Alamo Splash,oz
Gin,1,Alexander Cocktail No. 1,oz
Creme de cacao (white),1,Alexander Cocktail No. 1,oz
Light cream,1,Alexander Cocktail No. 1,oz
Creme de cacao (white),1,Alexander Cocktail No. 2,oz
Brandy,1,Alexander Cocktail No. 2,oz
Light cream,1,Alexander Cocktail No. 2,oz
Dry gin,1,Alexander's Sister Cocktail,oz
Green creme de menthe,1,Alexander's Sister Cocktail,oz
Light cream,1,Alexander's Sister Cocktail,oz
Lemon-flavored vodka,1.5,Alfie Cocktail,oz
Pineapple juice,0.75,Alfie Cocktail,oz
Triple sec,0.5,Alfie Cocktail,oz
Straight rye whiskey,1.5,Algonquin,oz
Dry vermouth,1,Algonquin,oz
Pineapple juice,1,Algonquin,oz
Bourbon whiskey,1,Allegheny,oz
Dry vermouth,1,Allegheny,oz
Blackberry-flavored brandy,0.5,Allegheny,oz
Lemon juice,0.5,Allegheny,oz
Dry vermouth,1,Allies Cocktail,oz
Gin,1,Allies Cocktail,oz
Kummel,0.5,Allies Cocktail,oz
17-year-old j. wray,1.5,Almeria,oz
Nephew ltd. rum,1.5,Almeria,oz
Coffee-flavored liqueur,1,Almeria,oz
Egg white,1,Almeria,units
Cucumber,5,Amante Picante,oz
Fresh cilantro sprigs,2,Amante Picante,oz
Blanco tequila,2,Amante Picante,oz
Lime juice,1,Amante Picante,oz
Simple syrup,1,Amante Picante,oz
Jalapeno hot pepper sauce,2,Amante Picante,oz
Amaretto,1.5,Amaretto And Cream,oz
Half-and-half,1.5,Amaretto And Cream,oz
Amaretto,1.5,Amaretto Rose,oz
Lemon juice,0.5,Amaretto Rose,oz
Simple syrup,0.5,Amaretto Rose,oz
Soda water,3,Amaretto Rose,oz
Amaretto,1.5,Amaretto Sour,oz
Lemon juice,0.75,Amaretto Sour,oz
Simple syrup,0.5,Amaretto Sour,oz
Orange half-wheel,1,Amaretto Sour,units
Amaretto,1.5,Amaretto Stinger,oz
White creme de menthe,0.75,Amaretto Stinger,oz
Amaretto,1.5,Amber Amour,oz
Lemon juice,0.25,Amber Amour,oz
Simple syrup,0.25,Amber Amour,oz
Soda water,3,Amber Amour,oz
Applejack,1,Ambrosia,oz
Brandy,1,Ambrosia,oz
Triple sec,1,Ambrosia,oz
Chilled champagne,3,Ambrosia,oz
Brown sugar cube,1,American Trilogy,oz
Such as demerara,1,American Trilogy,oz
Straight rye whiskey,1,American Trilogy,oz
Applejack,1,American Trilogy,oz
Orange wheel,1,American Trilogy,units
Tennessee whiskey,1,Americana,oz
Simple syrup,0.5,Americana,oz
Angostura bitters,2,Americana,oz
Chilled american sparkling wine,1,Americana,units
Bourbon whiskey,1.5,Angel's Share,oz
Amaro,0.5,Angel's Share,oz
Creme de cassis,0.25,Angel's Share,oz
Orange bitters,1,Angel's Share,oz
Apple brandy,1,Ante,oz
Triple sec,0.5,Ante,oz
Dubonnet,1,Ante,oz
Dubonnet,1.5,Antoine Special,oz
Dry vermouth,1.5,Antoine Special,oz
Egg white,1,Apple Blow Fizz,units
Lemon juice,0.5,Apple Blow Fizz,oz
Powdered sugar,1,Apple Blow Fizz,oz
Apple brandy,2,Apple Blow Fizz,oz
Apple schnapps,3,Apple Pie,oz
Cinnamon schnapps,1,Apple Pie,oz
Apple slice,1,Apple Pie,units
Old mr. boston rum,0.75,Apple Pie Cocktail,oz
Sweet vermouth,0.75,Apple Pie Cocktail,oz
Apple flavored brandy,1,Apple Pie Cocktail,oz
Grenadine,0.5,Apple Pie Cocktail,oz
Lemon juice,1,Apple Pie Cocktail,oz
Light rum,0.75,Apple Pie No. 1,oz
Sweet vermouth,0.75,Apple Pie No. 1,oz
Apple brandy,1,Apple Pie No. 1,oz
Grenadine,0.5,Apple Pie No. 1,oz
Lemon juice,1,Apple Pie No. 1,oz
Applejack,0.75,Apple Rum Rickey,oz
Light rum,0.75,Apple Rum Rickey,oz
Lime,0.25,Apple Rum Rickey,units
Applejack,1,Applecar,oz
Triple sec,1,Applecar,oz
Lemon juice,1,Applecar,oz
Applejack,1.75,Applejack Punch,oz
Grenadine,4,Applejack Punch,oz
Orange juice,16,Applejack Punch,oz
Egg,1,Applejack Punch,units
Gin,1.5,Apricot Anise Collins,oz
Apricot-flavored brandy,0.5,Apricot Anise Collins,oz
Anisette,1.5,Apricot Anise Collins,oz
Lemon juice,1,Apricot Anise Collins,oz
Gin,1.5,Apricot Anisette Collins,oz
Apricot flavored brandy,0.5,Apricot Anisette Collins,oz
Anisette,1.5,Apricot Anisette Collins,oz
Lemon juice,1,Apricot Anisette Collins,oz
Lemon juice,0.25,Apricot Cocktail,oz
Juice of orange,0.25,Apricot Cocktail,oz
Apricot flavored brandy,1.5,Apricot Cocktail,oz
Gin,1,Apricot Cocktail,oz
Light rum,1.25,Apricot Lady,oz
Apricot-flavored brandy,1,Apricot Lady,oz
Triple sec,0.25,Apricot Lady,oz
Lime juice,1,Apricot Lady,oz
Egg white,1,Apricot Lady,units
Blended scotch whiskey,1.5,Aquarius,oz
Cherry-flavored brandy,0.5,Aquarius,oz
Cranberry juice,1,Aquarius,oz
Vodka,1.5,Aqueduct,oz
Lime juice,0.75,Aqueduct,oz
Apricot-flavored brandy,0.5,Aqueduct,oz
Orange wheel,1,Aqueduct,units
White curacao,0.5,Aqueduct,oz
Triple sec,0.5,Aqueduct with Triple sec,oz
Vodka,1.5,Aqueduct with Triple sec,oz
Lime juice,0.75,Aqueduct with Triple sec,oz
Apricot-flavored brandy,0.5,Aqueduct with Triple sec,oz
Orange wheel,1,Aqueduct with Triple sec,units
Brandy,0.5,Aunt Jemima,oz
White creme de cacao,0.5,Aunt Jemima,oz
Benedictine,0.5,Aunt Jemima,oz
Straight rye whiskey,0.75,Autumn Leaves,oz
Apple brandy,0.75,Autumn Leaves,oz
Sweet vermouth,0.75,Autumn Leaves,oz
Strega,0.25,Autumn Leaves,oz
Angostura bitters,2,Autumn Leaves,oz
Orange wheel,1,Autumn Leaves,units
Bourbon whiskey,1.5,Aztec's Mark,oz
White creme de cacao,0.5,Aztec's Mark,oz
Benedictine,0.25,Aztec's Mark,oz
Hot red pepper sauce,2,Aztec's Mark,oz
Bacardi rum,1.5,Bacardi Cocktail,oz
Lime juice,0.5,Bacardi Cocktail,oz
Grenadine,0.5,Bacardi Cocktail,oz
Gin,1.5,Bachelor's Bait Cocktail,oz
Egg white,1,Bachelor's Bait Cocktail,units
Orange bitters,1,Bachelor's Bait Cocktail,oz
Grenadine,0.5,Bachelor's Bait Cocktail,oz
Bourbon whiskey,1.5,Back Porch Swizzle,oz
Dry vermouth,0.5,Back Porch Swizzle,oz
Pineapple juice,1,Back Porch Swizzle,oz
Ginger beer,1,Back Porch Swizzle,oz
Mint sprigs,1,Back Porch Swizzle,units
Anisette,1,Baltimore Bracer,oz
Brandy,1,Baltimore Bracer,oz
Egg white,1,Baltimore Bracer,units
Old mr. boston anisette,1,Baltimore Bracer Cocktail,oz
Old mr. boston five star brandy,1,Baltimore Bracer Cocktail,oz
Egg white,1,Baltimore Bracer Cocktail,units
Old mr. boston dry gin,0.5,Barbary Coast Cocktail,oz
Old mr. boston rum,0.5,Barbary Coast Cocktail,oz
Old mr. boston creme de cacao,0.5,Barbary Coast Cocktail,oz
Desmond & duff scotch whisky,0.5,Barbary Coast Cocktail,oz
Sweet cream,0.5,Barbary Coast Cocktail,oz
White creme de cacao,1,Barnaby's Buffalo Blizzard,oz
Vodka,0.75,Barnaby's Buffalo Blizzard,oz
Galliano,1,Barnaby's Buffalo Blizzard,oz
Grenadine,1,Barnaby's Buffalo Blizzard,oz
Whipped cream,1,Barnaby's Buffalo Blizzard,units
Applejack,0.5,Barton Special,oz
Scotch,0.25,Barton Special,oz
Gin,0.25,Barton Special,oz
Basil leaves,3,Basil 8,units
White grapes,5,Basil 8,oz
Vodka,1.5,Basil 8,oz
Lime juice,0.75,Basil 8,oz
Each simple syrup,1,Basil 8,oz
Angostura bitters,1,Basil 8,oz
Ginger ale,3,Basil 8,oz
Bourbon whiskey,2,Basin Street,oz
Triple sec,0.75,Basin Street,oz
Lemon juice,0.75,Basin Street,oz
Blended scotch whiskey,1.5,Beals Cocktail,oz
Dry vermouth,0.5,Beals Cocktail,oz
Sweet vermouth,0.5,Beals Cocktail,oz
Vodka,1.5,Beer Buster,oz
Hot red pepper sauce,2,Beer Buster,oz
Chilled beer,1,Beer Buster,units
Ale,1,Beer Buster with Ale,units
Vodka,1.5,Beer Buster with Ale,oz
Hot red pepper sauce,2,Beer Buster with Ale,oz
Strawberries,1,Bella Fragolia,units
Basil leaves,4,Bella Fragolia,units
Vodka,2,Bella Fragolia,oz
Lemon juice,1,Bella Fragolia,oz
Simple syrup,1,Bella Fragolia,oz
Soda water,3,Bella Fragolia,oz
Strawberries,0.25,Bella Fragolia,units
Basil leaves,1,Bella Fragolia,units
Cynar,1,Bensonhurst,oz
Straight rye whiskey,2,Bensonhurst,oz
Dry vermouth,1,Bensonhurst,oz
Maraschino liqueur,0.25,Bensonhurst,oz
Apple brandy,1.5,Bentley,oz
Dubonnet,1,Bentley,oz
Gin,1.25,Bermuda Rose,oz
Apricot flavored brandy,1.5,Bermuda Rose,oz
Grenadine,1.5,Bermuda Rose,oz
Old mr. boston dry gin,1.25,Bermuda Rose Cocktail,oz
Old mr. boston apricot flavored brandy,1.5,Bermuda Rose Cocktail,oz
Grenadine,1.5,Bermuda Rose Cocktail,oz
Old mr. boston five star brandy,1.5,Betsy Ross Cocktail,oz
Port,1.5,Betsy Ross Cocktail,oz
Old mr. boston triple sec,1,Betsy Ross Cocktail,oz
Old mr. boston dry gin,1.25,Betsy Ross Cocktail,oz
Lemon juice,0.25,Between-The-Sheets Cocktail,oz
Brandy,0.5,Between-The-Sheets Cocktail,oz
Triple sec,0.5,Between-The-Sheets Cocktail,oz
Light rum,0.5,Between-The-Sheets Cocktail,oz
Lime wedges,1,Bianca,units
Superfine sugar,1,Bianca,oz
Citrus-flavored vodka,1.5,Bianca,oz
Pomegranate juice,2,Bianca,oz
Lime juice,0.25,Bianca,oz
Simple syrup,1,Bianca,oz
Lemon juice,1,Bianca,oz
Lemon twist,1,Bianca,units
Fresh pomegranate seeds,1,Bianca,oz
Lemon juice,0.5,Biffy Cocktail,oz
Swedish punch,1,Biffy Cocktail,oz
Gin,1.5,Biffy Cocktail,oz
Blanco tequila,1,Big Red Hooter,oz
Amaretto,0.75,Big Red Hooter,oz
Pineapple juice,2,Big Red Hooter,oz
Grenadine,0.5,Big Red Hooter,oz
Maraschino cherry,1,Big Red Hooter,units
Gin,0.75,Bijou Cocktail,oz
Green chartreuse,0.75,Bijou Cocktail,oz
Sweet vermouth,0.75,Bijou Cocktail,oz
Orange bitters,1,Bijou Cocktail,oz
Vodka,1,Bikini,oz
Light rum,0.5,Bikini,oz
Lemon juice,0.5,Bikini,oz
Milk,0.5,Bikini,oz
Simple syrup,0.5,Bikini,oz
Lemon twist,1,Bikini,units
Lime juice,0.5,Billy Taylor,oz
Gin,2,Billy Taylor,oz
Club soda,1,Billy Taylor,units
Lemon juice,0.5,Bird-of-Paradise Fizz,oz
Powdered sugar,1,Bird-of-Paradise Fizz,oz
Egg white,1,Bird-of-Paradise Fizz,units
Grenadine,1,Bird-of-Paradise Fizz,oz
Gin,2,Bird-of-Paradise Fizz,oz
Black cherry-flavored vodka,1.25,Black Cherry Chocolate,oz
White chocolate liqueur,0.75,Black Cherry Chocolate,oz
Black cherry juice,0.75,Black Cherry Chocolate,oz
Bourbon whiskey,1.5,Black Hawk,oz
Sloe gin,1.5,Black Hawk,oz
Maraschino cherry,1,Black Hawk,units
Old thompson blended whiskey,1.25,Black Hawk Cocktail,oz
Old mr. boston sloe gin,1.25,Black Hawk Cocktail,oz
Vodka,1.5,Black Magic,oz
Coffee liqueur,0.75,Black Magic,oz
Lemon juice,0.25,Black Magic,oz
Vodka,1.5,Black Russian,oz
Coffee liqueur,0.75,Black Russian,oz
Chilled stout,5,Black Velvet,oz
Chilled champagne,5,Black Velvet,oz
Irish whiskey,2,Blarney Stone Cocktail,oz
Anisette,0.5,Blarney Stone Cocktail,oz
Triple sec,0.5,Blarney Stone Cocktail,oz
Maraschino liqueur,0.5,Blarney Stone Cocktail,oz
Angostura bitters,1,Blarney Stone Cocktail,oz
Orange wheel,1,Blarney Stone Cocktail,units
Green olive,1,Blarney Stone Cocktail,oz
Old mr. boston dry gin,1.5,Blood Bronx Cocktail,oz
Dry vermouth,1.5,Blood Bronx Cocktail,oz
Juice of a blood orange,0.25,Blood Bronx Cocktail,oz
Blended scotch whiskey,0.5,Blood and Sand,oz
Cherry-flavored brandy,0.5,Blood and Sand,oz
Sweet vermouth,0.5,Blood and Sand,oz
Orange juice,0.5,Blood and Sand,oz
Dry vermouth,0.5,Bloodhound Cocktail,oz
Sweet vermouth,0.5,Bloodhound Cocktail,oz
Gin,1,Bloodhound Cocktail,oz
Vodka,1,Bloody Bull,oz
Tomato juice,2,Bloody Bull,oz
Cold beef bouillon,2,Bloody Bull,oz
Blanco tequila,1,Bloody Maria,oz
Tomato juice,2,Bloody Maria,oz
Lemon juice,0.25,Bloody Maria,oz
Hot red pepper sauce,1,Bloody Maria,oz
Celery salt,1,Bloody Maria,oz
Lemon wheels,1,Bloody Maria,units
Vodka,1.5,Bloody Mary,oz
Tomato juice,3,Bloody Mary,oz
Lime juice,0.25,Bloody Mary,oz
Worcestershire sauce,4,Bloody Mary,oz
Hot red pepper sauce,3,Bloody Mary,oz
Ground black pepper,1,Bloody Mary,oz
Lime wedges,1,Bloody Mary,units
Celery stalk,1,Bloody Mary,units
Smoky scotch whisky,24,Bloody Scotsman,oz
Such as laphroaig,24,Bloody Scotsman,oz
Tomato juice,24,Bloody Scotsman,oz
V8 cocktail juice,24,Bloody Scotsman,oz
Ketchup,0.5,Bloody Scotsman,oz
Lime juice,3,Bloody Scotsman,oz
Simple syrup,0.75,Bloody Scotsman,oz
Gin,1.5,Blue Bird,oz
Triple sec,0.5,Blue Bird,oz
Bitters,1,Blue Bird,oz
Gin,0.75,Blue Canary,oz
Grapefruit juice,3,Blue Canary,oz
Blue curacao,1,Blue Canary,oz
Gin,1,Blue Devil Cocktail,oz
Maraschino,1,Blue Devil Cocktail,oz
Blue curacao,0.5,Blue Devil Cocktail,oz
Lemon juice,0.5,Blue Devil Cocktail,oz
Lime,1,Blue Devil Cocktail with Lime,units
Gin,1,Blue Devil Cocktail with Lime,oz
Maraschino,1,Blue Devil Cocktail with Lime,oz
Blue curacao,0.5,Blue Devil Cocktail with Lime,oz
Vodka,1,Blue Lagoon,oz
Blue curacao,1,Blue Lagoon,oz
Lemon juice,0.5,Blue Lagoon,oz
Simple syrup,0.5,Blue Lagoon,oz
Maraschino cherry,1,Blue Lagoon,units
Lime juice,1,Blue Margarita,oz
Coarse salt,1,Blue Margarita,oz
Blanco tequila,1.5,Blue Margarita,oz
Blue curacao,0.5,Blue Margarita,oz
Lime juice,1,Blue Margarita,oz
Blended scotch whiskey,1.5,Bobby Burns Cocktail,oz
Sweet vermouth,1.5,Bobby Burns Cocktail,oz
Benedictine,1,Bobby Burns Cocktail,oz
Lemon twist,1,Bobby Burns Cocktail,units
Old mr. boston rum,1.5,Bolero Cocktail,oz
Apple brandy,0.75,Bolero Cocktail,oz
Sweet vermouth,0.25,Bolero Cocktail,oz
Vodka,1,Bolshoi Punch,oz
Lemon juice,0.75,Bolshoi Punch,oz
Simple syrup,0.5,Bolshoi Punch,oz
Light rum,0.5,Bolshoi Punch,oz
Creme de cassis,0.5,Bolshoi Punch,oz
Citrus-flavored vodka,1.5,Bordeaux Cocktail,oz
Lillet blanc,0.5,Bordeaux Cocktail,oz
Lemon twist,1,Bordeaux Cocktail,units
Gin,1.5,Boston Bullet,oz
Dry vermouth,0.75,Boston Bullet,oz
Vodka,1.5,Boston Gold,oz
Creme de banana,0.5,Boston Gold,oz
Orange juice,2,Boston Gold,oz
Mr. boston five star brandy,0.75,Boston Side Car,oz
Mr. boston rum,0.75,Boston Side Car,oz
Mr. boston triple sec,0.75,Boston Side Car,oz
Lime juice,0.5,Boston Side Car,oz
Old mr. boston five star brandy,0.75,Boston Sidecar Cocktail,oz
Old mr. boston rum,0.75,Boston Sidecar Cocktail,oz
Old mr. boston triple sec,0.75,Boston Sidecar Cocktail,oz
Lime juice,0.5,Boston Sidecar Cocktail,oz
Lemon juice,0.5,Boston Sour,oz
Powdered sugar,1,Boston Sour,oz
Blended whiskey,2,Boston Sour,oz
Egg white,1,Boston Sour,units
Bourbon whiskey,2,Bourbon A La Creme,oz
Dark creme de cacao,1,Bourbon A La Creme,oz
Vanilla liqueur,0.5,Bourbon A La Creme,oz
Bourbon whiskey,2,Bourbon And Elder,oz
Elderflower liqueur,0.75,Bourbon And Elder,oz
Angostura bitters,1,Bourbon And Elder,oz
Lemon twist,1,Bourbon And Elder,units
Bourbon,2.5,Bourbon Cobbler,oz
Lemon juice,1,Bourbon Cobbler,oz
Grapefruit juice,2,Bourbon Cobbler,oz
Almond extract,1.5,Bourbon Cobbler,oz
Bourbon whiskey,2.5,Bourbon Cooler,oz
Lemon juice,0.5,Bourbon Cooler,oz
Grapefruit juice,0.5,Bourbon Cooler,oz
Orgeat syrup,0.5,Bourbon Cooler,oz
Lemon wedges,1,Bourbon Crusta,units
Superfine sugar,1,Bourbon Crusta,oz
Long,1,Bourbon Crusta,units
Wide spiral of orange zest,1,Bourbon Crusta,units
Bourbon whiskey,2,Bourbon Crusta,oz
Triple sec,0.5,Bourbon Crusta,oz
Maraschino liqueur,1,Bourbon Crusta,oz
Lemon juice,1,Bourbon Crusta,oz
Orange bitters,2,Bourbon Crusta,oz
Bourbon whiskey,2,Bourbon Highball,oz
Lemon twist,1,Bourbon Highball,units
Ginger ale,3,Bourbon Highball,oz
Soda water,3,Bourbon Highball with Soda water,oz
Bourbon whiskey,2,Bourbon Highball with Soda water,oz
Lemon twist,1,Bourbon Highball with Soda water,units
Bourbon,2,Bourbon On The Rocks,oz
Bourbon whiskey,2,Bourbon Renewal,oz
Lemon juice,1,Bourbon Renewal,oz
Creme de cassis,0.5,Bourbon Renewal,oz
Simple syrup,0.5,Bourbon Renewal,oz
Angostura bitters,1,Bourbon Renewal,oz
Bourbon,2,Bourbon and Water,oz
Creme de cacao (brown),0.5,Brandy Alexander,oz
Brandy,0.5,Brandy Alexander,oz
Heavy cream,0.5,Brandy Alexander,oz
Maraschino,1,Brandy Crusta Cocktail,oz
Bitters,1,Brandy Crusta Cocktail,oz
Lemon juice,1,Brandy Crusta Cocktail,oz
Triple sec,0.5,Brandy Crusta Cocktail,oz
Brandy,2,Brandy Crusta Cocktail,oz
Egg,1,Brandy Flip,units
Powdered sugar,1,Brandy Flip,oz
Brandy,1.5,Brandy Flip,oz
Light cream,2,Brandy Flip,oz
Powdered sugar,1,Brandy Milk Punch,oz
Brandy,2,Brandy Milk Punch,oz
Milk,1,Brandy Milk Punch,oz
Brandy,1.5,Brandy Squirt,oz
Powdered sugar,1,Brandy Squirt,oz
Grenadine,1,Brandy Squirt,oz
Club soda,1,Brandy Squirt,units
Brandy,2,Brandy Vermouth Cocktail,oz
Sweet vermouth,0.5,Brandy Vermouth Cocktail,oz
Angostura bitters,1,Brandy Vermouth Cocktail,oz
Brandy,2,Brandy and Soda,oz
Club soda,1,Brandy and Soda,units
Brandy,1.5,Brantini,oz
Gin,1,Brantini,oz
Dry vermouth,1,Brantini,oz
Blanco tequila,1.5,Brave Bull,oz
Coffee liqueur,1,Brave Bull,oz
Lemon twist,1,Brave Bull,units
Anejo tequila,2,Bravo,oz
Agave nectar,0.25,Bravo,oz
Angostura bitters,2,Bravo,oz
Orange bitters,1,Bravo,oz
Grapefruit twist,1,Bravo,units
Bourbon whiskey,0.75,Brighton Punch,oz
Brandy,0.75,Brighton Punch,oz
Benedictine,0.75,Brighton Punch,oz
Orange juice,2,Brighton Punch,oz
Lemon juice,1,Brighton Punch,oz
Soda water,3,Brighton Punch,oz
Orange,1,Brighton Punch,units
Lemon wheels,1,Brighton Punch,units
Gin,1,Bronx Cocktail (Dry),oz
Dry vermouth,1,Bronx Cocktail (Dry),oz
Juice of orange,0.25,Bronx Cocktail (Dry),oz
Gin,1,Bronx Golden Cocktail,oz
Sweet vermouth,0.5,Bronx Golden Cocktail,oz
Dry vermouth,0.5,Bronx Golden Cocktail,oz
Orange,0.25,Bronx Golden Cocktail,units
Juice of orange,0.5,Bronx SIlver Cocktail,oz
Egg white,1,Bronx SIlver Cocktail,units
Dry vermouth,0.5,Bronx SIlver Cocktail,oz
Gin,1,Bronx SIlver Cocktail,oz
Gin,1.5,Bronx Terrace Cocktail,oz
Dry vermouth,1.5,Bronx Terrace Cocktail,oz
Lime juice,0.5,Bronx Terrace Cocktail,oz
Sweet vermouth,0.5,Brooklyn,oz
Maraschino liqueur,1,Brooklyn,oz
Rye,1.5,Brooklyn,oz
Bourbon whiskey,1.5,Brooklyn with Bourbon whiskey,oz
Sweet vermouth,0.5,Brooklyn with Bourbon whiskey,oz
Maraschino liqueur,1,Brooklyn with Bourbon whiskey,oz
Amer picon,1,Brooklyn,oz
Torani amer,1,Brooklyn with Torani amer,oz
Sweet vermouth,0.5,Brooklyn with Torani amer,oz
Maraschino liqueur,1,Brooklyn with Torani amer,oz
Gin,0.75,Brown Cocktail,oz
Light rum,0.75,Brown Cocktail,oz
Dry vermouth,0.75,Brown Cocktail,oz
Cognac,1.5,Brunswick Street Cocktail,oz
Sweet sherry,1.5,Brunswick Street Cocktail,oz
Preferably pedro ximenez,1.5,Brunswick Street Cocktail,oz
Egg yolk,1,Brunswick Street Cocktail,units
Light rum,1.5,Buckjones,oz
Sweet sherry,1,Buckjones,oz
Lime juice,0.5,Buckjones,oz
Orange juice,2,Bucks Fizz,oz
Champagne,3,Bucks Fizz,oz
Orange juice,2,Bucks Fizz (Mimosa),oz
Chilled champagne,1,Bucks Fizz (Mimosa),oz
Bourbon,1.5,Buddy's Favorite,oz
Cold water,6,Buddy's Favorite,oz
Bourbon whiskey,1.5,Bull And Bear,oz
Orange curacao,0.75,Bull And Bear,oz
Lemon juice,1,Bull And Bear,oz
Grenadine,0.25,Bull And Bear,oz
Vodka,1.5,Bull Shot,oz
Cold beef bouillon,3,Bull Shot,oz
Worcestershire sauce,1,Bull Shot,oz
Salt,1,Bull Shot,oz
Ground black pepper,1,Bull Shot,oz
Brandy,1,Bull's Eye,oz
Hard cider,2,Bull's Eye,oz
Brandy,1.5,Bull's Milk,oz
Light rum,1,Bull's Milk,oz
Simple syrup,0.25,Bull's Milk,oz
Milk,3,Bull's Milk,oz
Freshly grated nutmeg,1,Bull's Milk,units
Ground cinnamon,1,Bull's Milk,units
Brandy,1,Bulla's Eye,oz
Hard cider,2,Bulla's Eye,oz
Ginger ale,3,Bulla's Eye,oz
Cherry-flavored brandy,1.5,Bulldog Cocktail,oz
Gin,0.75,Bulldog Cocktail,oz
Lemon juice,0.5,Bulldog Cocktail,oz
Juice of orange,0.5,Bulldog Highball,oz
Gin,2,Bulldog Highball,oz
Ginger ale,3,Bulldog Highball,oz
Juice of orange,0.5,Bulldog Highballl,oz
Gin,2,Bulldog Highballl,oz
Vodka,1.5,Bullfrog,oz
Lemonade,5,Bullfrog,oz
Lime wheels,1,Bullfrog,units
Blanco tequila,1.5,Bum's Rush,oz
Triple sec,0.75,Bum's Rush,oz
Honey liqueur,0.75,Bum's Rush,oz
Lime juice,1,Bum's Rush,oz
Apple cider,1,Bum's Rush,oz
Lime wedges,1,Bum's Rush,units
Light rum,1.5,Bushranger,oz
Dubonnet,1,Bushranger,oz
Bitters,1,Bushranger,oz
Creme de menthe (white),0.5,Button Hook Cocktail,oz
Apricot flavored brandy,0.5,Button Hook Cocktail,oz
Anisette,0.5,Button Hook Cocktail,oz
Brandy,0.5,Button Hook Cocktail,oz
Old mr. boston dry gin,1.5,Cabaret Cocktail,oz
Bitters,2,Cabaret Cocktail,oz
Dry vermouth,0.5,Cabaret Cocktail,oz
Benedictine,0.25,Cabaret Cocktail,oz
Bourbon whiskey,2,Cablegram,oz
Lemon juice,1,Cablegram,oz
Simple syrup,0.5,Cablegram,oz
Ginger ale,3,Cablegram,oz
Lemon juice,0.5,Cablegram Highball,oz
Powdered sugar,1,Cablegram Highball,oz
Old thompson blended whiskey,2,Cablegram Highball,oz
Lime wedges,1,Cactus Berry,units
Blanco tequila,1.25,Cactus Berry,oz
Red wine,1.25,Cactus Berry,oz
Each triple sec,0.5,Cactus Berry,oz
Simple syrup,0.5,Cactus Berry,oz
Lemon juice,0.25,Cactus Berry,oz
Lime juice,0.25,Cactus Berry,oz
Lemon-lime soda,2,Cactus Berry,oz
Blackberry-flavored brandy,0.25,Cadiz,oz
Dry sherry,0.25,Cadiz,oz
Triple sec,0.5,Cadiz,oz
Half-and-half,0.5,Cadiz,oz
Lemon wedges,1,Caesar,units
